Ticker,Company,Sector,Region,Manual_Rating,Default_Event,ReportDate,Year,TotalAssets,TotalLiabilities,TotalEquity,TotalDebt,Cash,Revenue,EBITDA,EBIT,NetIncome,InterestExpense,OperatingCashFlow,MarketCap,SharePrice,Return_1Y,Volatility_1Y
PG,P&G,Consumer,US,AA-,0,2024-06-30,2024,122370000000.0,71812000000.0,50286000000.0,33369000000.0,9482000000.0,84039000000.0,22582000000.0,19686000000.0,14879000000.0,925000000.0,19846000000.0,636592097734.2374,158.7808074951172,0.10915745207540284,0.13653708856139601
PG,P&G,Consumer,US,AA-,0,2025-06-30,2025,125231000000.0,72947000000.0,52012000000.0,35463000000.0,9556000000.0,84284000000.0,23921000000.0,21074000000.0,15974000000.0,907000000.0,17817000000.0,652661194446.167,162.78909301757812,0.039105495562112846,0.1698814583209641
XOM,Exxon Mobil,Energy,US,AA-,0,2020-12-31,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.000099182128906,-0.3663992458997398,0.530131185508474
XOM,Exxon Mobil,Energy,US,AA-,0,2021-12-31,2021,338923000000.0,163240000000.0,168577000000.0,47704000000.0,6802000000.0,276692000000.0,52788000000.0,32181000000.0,23040000000.0,947000000.0,48129000000.0,422917423770.90454,52.73942184448242,0.5654545707771053,0.29515230152976213
XOM,Exxon Mobil,Energy,US,AA-,0,2022-12-31,2022,369067000000.0,166594000000.0,195049000000.0,41193000000.0,29640000000.0,398675000000.0,102591000000.0,78551000000.0,55740000000.0,798000000.0,76797000000.0,797800871131.897,99.48882293701172,0.874090760083108,0.3508704760680466
XOM,Exxon Mobil,Energy,US,AA-,0,2023-12-31,2023,376317000000.0,163779000000.0,204802000000.0,41573000000.0,31539000000.0,334697000000.0,74273000000.0,53632000000.0,36010000000.0,849000000.0,55369000000.0,747846389739.9902,93.25930786132812,-0.029259867752297275,0.24886370770287233
XOM,Exxon Mobil,Energy,US,AA-,0,2024-12-31,2024,453475000000.0,182869000000.0,263705000000.0,41710000000.0,23029000000.0,339247000000.0,73311000000.0,49869000000.0,33680000000.0,996000000.0,55022000000.0,818075021172.549,102.01588439941406,0.06846064744526914,0.19102455994005296
CVX,Chevron,Energy,US,AA-,0,2020-12-31,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.99398803710938,-0.2574734796121696,0.6125703657354358
CVX,Chevron,Energy,US,AA-,0,2021-12-31,2021,239535000000.0,99595000000.0,139067000000.0,31369000000.0,5640000000.0,155606000000.0,39364000000.0,22351000000.0,15625000000.0,712000000.0,29187000000.0,244085005159.11423,99.92522430419922,0.4634099440911079,0.24551339228453326
CVX,Chevron,Energy,US,AA-,0,2022-12-31,2022,257709000000.0,97467000000.0,159282000000.0,23339000000.0,17678000000.0,235717000000.0,65485000000.0,50190000000.0,35465000000.0,516000000.0,49602000000.0,386519315553.5391,158.23597717285156,0.5846235715008814,0.32920369681654404
CVX,Chevron,Energy,US,AA-,0,2023-12-31,2023,261632000000.0,99703000000.0,160957000000.0,20836000000.0,8178000000.0,196913000000.0,45042000000.0,30053000000.0,21369000000.0,469000000.0,35609000000.0,333826179340.9796,136.66409301757812,-0.10902583545322764,0.22992150895713662
CVX,Chevron,Energy,US,AA-,0,2024-12-31,2024,256938000000.0,103781000000.0,152318000000.0,24541000000.0,6781000000.0,193414000000.0,44725000000.0,28100000000.0,17661000000.0,594000000.0,31492000000.0,333990997392.688,136.7315673828125,-0.001648240113177546,0.1926270438853854
BA,Boeing,Industrial,US,BBB-,0,2020-12-31,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.6699981689453,-0.3460964777764576,0.8774597852040484
BA,Boeing,Industrial,US,BBB-,0,2021-12-31,2021,138552000000.0,153398000000.0,-14999000000.0,58370000000.0,8052000000.0,62286000000.0,-175000000.0,-2319000000.0,-4202000000.0,2714000000.0,-3416000000.0,205195466337.07697,202.7100067138672,-0.05302247488636802,0.3598971559190782
BA,Boeing,Industrial,US,BBB-,0,2022-12-31,2022,137100000000.0,152948000000.0,-15883000000.0,57277000000.0,14614000000.0,66608000000.0,-482000000.0,-2461000000.0,-4935000000.0,2561000000.0,3512000000.0,192825633738.42664,190.4900054931641,-0.05379496044629739,0.4677819648388843
BA,Boeing,Industrial,US,BBB-,0,2023-12-31,2023,137012000000.0,154240000000.0,-17233000000.0,52603000000.0,12691000000.0,77794000000.0,2315000000.0,454000000.0,-2222000000.0,2459000000.0,5960000000.0,263855997411.95108,260.6600036621094,0.33404987192972424,0.27131464882553324
BA,Boeing,Industrial,US,BBB-,0,2024-12-31,2024,156363000000.0,160277000000.0,-3908000000.0,54188000000.0,13801000000.0,66517000000.0,-7649000000.0,-9485000000.0,-11817000000.0,2725000000.0,-12080000000.0,178714710710.62592,176.5500030517578,-0.29873686485577045,0.34231974561172523
GE,General Electric,Industrial,US,BBB,0,2020-12-31,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.24069595336914,-0.09770756089291377,0.6309421249394667
GE,General Electric,Industrial,US,BBB,0,2021-12-31,2021,198874000000.0,157262000000.0,40310000000.0,38032000000.0,15770000000.0,56469000000.0,-1545000000.0,-3905000000.0,-6337000000.0,1790000000.0,3481000000.0,63658454725.25873,57.92254638671875,0.09952326866727024,0.32586542487689546
GE,General Electric,Industrial,US,BBB,0,2022-12-31,2022,188851000000.0,153939000000.0,33696000000.0,26148000000.0,15810000000.0,29139000000.0,4045000000.0,2861000000.0,336000000.0,1339000000.0,5917000000.0,75249459678.64992,51.47021865844727,-0.10923235165380718,0.34924552903577993
GE,General Electric,Industrial,US,BBB,0,2023-12-31,2023,173300000000.0,144695000000.0,27403000000.0,20525000000.0,15204000000.0,35348000000.0,12649000000.0,11470000000.0,9482000000.0,1029000000.0,5189000000.0,147272485061.6455,100.73357391357422,0.9297172205619986,0.24298299019499603
GE,General Electric,Industrial,US,BBB,0,2024-12-31,2024,123140000000.0,103575000000.0,19342000000.0,19273000000.0,13619000000.0,38702000000.0,9790000000.0,8606000000.0,6556000000.0,986000000.0,4710000000.0,244649156127.9297,167.33868408203125,0.683359053069587,0.30532208852967646
F,Ford,Auto,US,BB+,0,2020-12-31,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.722536563873291,-0.04345233959679229,0.5660630197199829
F,Ford,Auto,US,BB+,0,2021-12-31,2021,257035000000.0,208413000000.0,48519000000.0,139485000000.0,20540000000.0,136341000000.0,25543000000.0,19583000000.0,17937000000.0,1803000000.0,15787000000.0,64328164050.102234,15.609843254089355,1.3405080991374865,0.41756822789140874
F,Ford,Auto,US,BB+,0,2022-12-31,2022,255884000000.0,212717000000.0,43242000000.0,140474000000.0,25134000000.0,158057000000.0,4759000000.0,-1734000000.0,-1981000000.0,1282000000.0,6853000000.0,36631039661.60236,9.157851219177246,-0.4218021820703277,0.4918835855608808
F,Ford,Auto,US,BB+,0,2023-12-31,2023,273310000000.0,230512000000.0,42773000000.0,151107000000.0,24862000000.0,176191000000.0,11808000000.0,5285000000.0,4347000000.0,1318000000.0,14918000000.0,42146994082.065544,10.606688499450684,0.15324882680807672,0.3531286854929669
F,Ford,Auto,US,BB+,0,2024-12-31,2024,285196000000.0,240338000000.0,44835000000.0,160862000000.0,22935000000.0,184992000000.0,14236000000.0,8369000000.0,5879000000.0,1136000000.0,15423000000.0,36457409648.557785,9.19841480255127,-0.1306328783051136,0.3614967054693574
GM,General Motors,Auto,US,BBB,0,2020-12-31,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.36857604980469,0.13296970116133244,0.612333908116237
GM,General Motors,Auto,US,BBB,0,2021-12-31,2021,244718000000.0,178903000000.0,59744000000.0,110391000000.0,20067000000.0,127004000000.0,25717000000.0,13666000000.0,10019000000.0,950000000.0,15188000000.0,84128534317.01659,56.08568954467773,0.39601340512229855,0.38662769244102285
GM,General Motors,Auto,US,BBB,0,2022-12-31,2022,264037000000.0,191753000000.0,67792000000.0,115666000000.0,19153000000.0,156735000000.0,23874000000.0,12584000000.0,9934000000.0,987000000.0,16043000000.0,45644756317.13867,32.603397369384766,-0.423643445955756,0.4411790026898653
GM,General Motors,Auto,US,BBB,0,2023-12-31,2023,273064000000.0,204757000000.0,64286000000.0,122648000000.0,18853000000.0,171842000000.0,23202000000.0,11314000000.0,10127000000.0,911000000.0,20930000000.0,42223443603.515625,35.18620300292969,0.07347497828633909,0.3405327513975911
GM,General Motors,Auto,US,BBB,0,2024-12-31,2024,279761000000.0,214171000000.0,63072000000.0,130693000000.0,19872000000.0,187442000000.0,21754000000.0,9365000000.0,6008000000.0,846000000.0,20129000000.0,53110008239.74609,53.110008239746094,0.5039557172261175,0.314341637448105
AMC,AMC Entertainment,Consumer,US,CCC,1,2020-12-31,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.600000381469727,-0.7086794012028175,1.4059874552836626
AMC,AMC Entertainment,Consumer,US,CCC,1,2021-12-31,2021,10821500000.0,12611000000.0,-1789500000.0,10751400000.0,1592500000.0,2527900000.0,-396900000.0,-821900000.0,-1269100000.0,458100000.0,-614100000.0,33715657541.528656,289.3999938964844,12.65094261705857,3.534667028064712
AMC,AMC Entertainment,Consumer,US,CCC,1,2022-12-31,2022,9135600000.0,11760100000.0,-2624500000.0,10019600000.0,631500000.0,3911400000.0,-196400000.0,-592400000.0,-973600000.0,378700000.0,-628500000.0,5333075027.370842,40.70000076293945,-0.8503676442538991,1.1772345773584383
AMC,AMC Entertainment,Consumer,US,CCC,1,2023-12-31,2023,9009200000.0,10857100000.0,-1847900000.0,9142300000.0,884300000.0,4812600000.0,383000000.0,18000000.0,-396600000.0,411200000.0,-215200000.0,1594715249.2196274,6.119999885559082,-0.844274809049161,1.1978211870677968
AMC,AMC Entertainment,Consumer,US,CCC,1,2024-12-31,2024,8247500000.0,10008000000.0,-1760500000.0,8276900000.0,632300000.0,4637200000.0,412700000.0,93200000.0,-352600000.0,443700000.0,-50800000.0,1645238665.9465883,3.9700000286102295,-0.3502455086974393,1.128180958625073
GME,GameStop,Retail,US,B-,0,2021-01-31,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34000000.0,0.0,0.0,81.25,81.27848001940667,2.3154897994179366
GME,GameStop,Retail,US,B-,0,2022-01-31,2022,3499300000.0,1896800000.0,1602500000.0,649000000.0,1271400000.0,6010700000.0,-284600000.0,-361800000.0,-381300000.0,26900000.0,-434300000.0,7431369277.954102,24.477500915527344,-0.5648444281684029,1.795730773773104
GME,GameStop,Retail,US,B-,0,2023-01-31,2023,3113400000.0,1791100000.0,1322300000.0,616600000.0,1139000000.0,5927200000.0,-247200000.0,-308900000.0,-313100000.0,0.0,108200000.0,6472750000.0,21.25,-0.21968236700756494,1.003447927187929
GME,GameStop,Retail,US,B-,0,2024-01-31,2024,2709000000.0,1370400000.0,1338600000.0,602800000.0,921700000.0,5272800000.0,26500000.0,-29700000.0,6700000.0,0.0,-203700000.0,4447935058.307648,14.550000190734863,-0.3347050922543595,0.7380378870950363
GME,GameStop,Retail,US,B-,0,2025-01-31,2025,5875400000.0,945600000.0,4929800000.0,410700000.0,4756900000.0,3823000000.0,22400000.0,-16500000.0,131300000.0,0.0,145700000.0,14302078933.710423,32.0099983215332,1.2198334363504406,1.5568710904883563
CVNA,Carvana,Auto,US,CCC,0,2020-12-31,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.33999633789065,1.5821557938938087,1.1368114530767173
CVNA,Carvana,Auto,US,CCC,0,2021-12-31,2021,7015000000.0,6490000000.0,306000000.0,5774000000.0,403000000.0,12814000000.0,-5000000.0,-110000000.0,-135000000.0,176000000.0,-2594000000.0,20960884564.666748,233.0800018310547,-0.02696832109935643,0.5143045011726135
CVNA,Carvana,Auto,US,CCC,0,2022-12-31,2022,8698000000.0,9751000000.0,-518000000.0,8816000000.0,434000000.0,13604000000.0,-2146000000.0,-2407000000.0,-1587000000.0,486000000.0,-1324000000.0,502615355.73005676,4.739999771118164,-0.9795504555484978,1.548005332855403
CVNA,Carvana,Auto,US,CCC,0,2023-12-31,2023,7071000000.0,7455000000.0,243000000.0,6706000000.0,530000000.0,10771000000.0,1159000000.0,807000000.0,450000000.0,632000000.0,803000000.0,6047812503.116607,52.93999862670898,10.434124690751027,1.527833161021453
CVNA,Carvana,Auto,US,CCC,0,2024-12-31,2024,8484000000.0,7109000000.0,1260000000.0,6046000000.0,1716000000.0,13673000000.0,1356000000.0,1051000000.0,210000000.0,651000000.0,918000000.0,28060209456.710815,210.5500030517578,3.3083692992345552,0.7775099961481253
PTON,Peloton,Consumer,US,CCC+,0,2021-06-30,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.68000030517578,1.175523616224686,0.7048920053895653
PTON,Peloton,Consumer,US,CCC+,0,2022-06-30,2022,4028500000.0,3435600000.0,592900000.0,2373300000.0,1253900000.0,3582200000.0,-2622300000.0,-2765100000.0,-2827700000.0,43000000.0,-2020000000.0,3196689386.679352,9.449999809265137,-0.9238026119573076,0.9311690878737016
PTON,Peloton,Consumer,US,CCC+,0,2023-06-30,2023,2769100000.0,3064300000.0,-295200000.0,2363700000.0,813900000.0,2800300000.0,-1036600000.0,-1160900000.0,-1261700000.0,97100000.0,-387600000.0,2661486511.029605,7.460000038146973,-0.18736385728212368,0.9668112086171129
PTON,Peloton,Consumer,US,CCC+,0,2024-06-30,2024,2185200000.0,2704400000.0,-519200000.0,2078700000.0,697600000.0,2700400000.0,-330800000.0,-439600000.0,-551900000.0,112500000.0,-66100000.0,1271764632.9997358,3.380000114440918,-0.587301552183629,0.8233599650897832
PTON,Peloton,Consumer,US,CCC+,0,2025-06-30,2025,2125300000.0,2539000000.0,-413700000.0,1976600000.0,1039500000.0,2490800000.0,108600000.0,18900000.0,-118900000.0,134500000.0,333000000.0,3641492213.9035606,8.960000038146973,1.7569230886606069,0.96679240772812
BBBY,Bed Bath & Beyond,Retail,US,D,1,2020-12-31,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.43999862670898,6.448863481656331,1.2995424148030323
BBBY,Bed Bath & Beyond,Retail,US,D,1,2021-12-31,2021,1065966000.0,321580000.0,744386000.0,51346000.0,503341000.0,2756446000.0,143663000.0,125099000.0,389372000.0,2083000.0,80919000.0,2827339971.5423584,60.63999938964844,0.2641233655728392,0.7766216860807211
BBBY,Bed Bath & Beyond,Retail,US,D,1,2022-12-31,2022,878546000.0,232720000.0,645826000.0,8036000.0,371263000.0,1929334000.0,-15208000.0,-31914000.0,-35236000.0,1938000.0,-12535000.0,989334751.1901853,19.36000061035156,-0.6719199938820037,0.8065183548683895
BBBY,Bed Bath & Beyond,Retail,US,D,1,2023-12-31,2023,635818000.0,276686000.0,359132000.0,3754000.0,302605000.0,1561122000.0,-244913000.0,-264360000.0,-307842000.0,1762000.0,-18586000.0,1433511327.6481628,27.690000534057617,0.46663144941227297,0.7480906184284256
BBBY,Bed Bath & Beyond,Retail,US,D,1,2024-12-31,2024,401954000.0,239222000.0,162732000.0,32665000.0,159169000.0,1394964000.0,-236846000.0,-255908000.0,-258795000.0,2203000.0,-174304000.0,289461607.9521179,4.860000133514404,-0.8184534908326856,0.7607998911376261
WEN,Wendy's,Consumer,US,B+,0,2020-12-31,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.837942123413086,-0.0033286254004789573,0.7785775682242683
WEN,Wendy's,Consumer,US,B+,0,2021-12-31,2021,5101391000.0,4664986000.0,436405000.0,3856409000.0,249438000.0,1896998000.0,475303000.0,349763000.0,200392000.0,109185000.0,345772000.0,9303436573.287964,19.776704788208008,0.11071072621600164,0.3793213424208047
WEN,Wendy's,Consumer,US,B+,0,2022-12-31,2022,5499344000.0,5033624000.0,465720000.0,4281810000.0,745889000.0,2095505000.0,501632000.0,365824000.0,177370000.0,122319000.0,259904000.0,9038300866.470337,19.21309471130371,-0.027684068014658836,0.30548607263392535
WEN,Wendy's,Consumer,US,B+,0,2023-12-31,2023,5182826000.0,4873047000.0,309779000.0,4139774000.0,516037000.0,2181578000.0,552046000.0,403479000.0,204440000.0,124061000.0,345416000.0,8166101528.686523,17.359024047851562,-0.07062725089668254,0.2130481749248607
WEN,Wendy's,Consumer,US,B+,0,2024-12-31,2024,5034843000.0,4775491000.0,259352000.0,4092566000.0,450512000.0,2246492000.0,554229000.0,396294000.0,194357000.0,123881000.0,355307000.0,7213687365.486144,15.334437370300291,-0.11069537810919916,0.25187768048322146
RELIANCE.NS,Reliance Industries,Energy,IN,AAA,0,2021-03-31,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.26806640625,0.8791390824648198,0.3600930294202409
RELIANCE.NS,Reliance Industries,Energy,IN,AAA,0,2022-03-31,2022,14996650000000.0,6106810000000.0,7794850000000.0,2819740000000.0,335090000000.0,6959630000000.0,1263740000000.0,965920000000.0,607050000000.0,144380000000.0,1106540000000.0,16222729361318.582,1198.843017578125,0.30768139429956376,0.2523136537392457
RELIANCE.NS,Reliance Industries,Energy,IN,AAA,0,2023-03-31,2023,16074310000000.0,7785500000000.0,7158720000000.0,3343920000000.0,341560000000.0,8778350000000.0,1533070000000.0,1130040000000.0,667020000000.0,189580000000.0,1150320000000.0,14399823953806.004,1064.116455078125,-0.11943234711888018,0.24989556337847108
RELIANCE.NS,Reliance Industries,Energy,IN,AAA,0,2024-03-31,2024,17559860000000.0,8301980000000.0,7934810000000.0,3461420000000.0,935400000000.0,9010640000000.0,1769440000000.0,1261120000000.0,696210000000.0,217720000000.0,1587880000000.0,19959119663682.41,1474.933349609375,0.38582602206879013,0.18254054316201412
RELIANCE.NS,Reliance Industries,Energy,IN,AAA,0,2025-03-31,2025,19501210000000.0,9404930000000.0,8432000000000.0,3695750000000.0,1006450000000.0,9646930000000.0,1812740000000.0,1281380000000.0,696480000000.0,221210000000.0,1787030000000.0,16319070346845.312,1205.8837890625,-0.18182282744624712,0.22213268147433357
TCS.NS,TCS,Technology,IN,AAA,0,2021-03-31,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2844.35888671875,0.8809452503464263,0.29471223172457867
TCS.NS,TCS,Technology,IN,AAA,0,2022-03-31,2022,1415140000000.0,516680000000.0,891390000000.0,78180000000.0,124560000000.0,1917540000000.0,570750000000.0,524710000000.0,383270000000.0,7840000000.0,399490000000.0,12380729956765.383,3383.590087890625,0.19440888968252712,0.20873646200896592
TCS.NS,TCS,Technology,IN,AAA,0,2023-03-31,2023,1436510000000.0,524450000000.0,904240000000.0,76880000000.0,71150000000.0,2254580000000.0,627080000000.0,576860000000.0,421470000000.0,7790000000.0,419650000000.0,10984355196421.326,3001.968017578125,-0.1172235958299791,0.22044304030051853
TCS.NS,TCS,Technology,IN,AAA,0,2024-03-31,2024,1464490000000.0,551300000000.0,904890000000.0,80210000000.0,90070000000.0,2408930000000.0,677600000000.0,627750000000.0,459080000000.0,7780000000.0,443380000000.0,13391699939453.96,3701.320068359375,0.23523778841973453,0.19369723361538235
TCS.NS,TCS,Technology,IN,AAA,0,2025-03-31,2025,1596290000000.0,638580000000.0,947560000000.0,93920000000.0,83310000000.0,2553240000000.0,713690000000.0,661270000000.0,485530000000.0,7960000000.0,489080000000.0,14541098151452.74,4019.001220703125,0.07461532099325474,0.20405383997790177
HDFCBANK.NS,HDFC Bank,Financial,IN,AAA,0,2021-03-31,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707.3743896484375,0.8003371819967244,0.3476503385192471
HDFCBANK.NS,HDFC Bank,Financial,IN,AAA,0,2022-03-31,2022,21113705500000.0,18604252100000.0,2504838400000.0,2186639000000.0,1599220700000.0,1019413700000.0,0.0,0.0,386000400000.0,584297500000.0,581018200000.0,7756587832162.107,699.3535766601562,-0.00675055764157062,0.22665747792306082
HDFCBANK.NS,HDFC Bank,Financial,IN,AAA,0,2023-03-31,2023,25755624000000.0,22837786100000.0,2912200700000.0,3151792800000.0,2363920200000.0,1205375000000.0,0.0,0.0,495446900000.0,775538200000.0,477200600000.0,8642614946309.503,774.4635620117188,0.08118482034460728,0.23141116058335406
HDFCBANK.NS,HDFC Bank,Financial,IN,AAA,0,2024-03-31,2024,44118573000000.0,36232390200000.0,6947327400000.0,8093552100000.0,3425973300000.0,1986934300000.0,0.0,0.0,622656600000.0,1533922800000.0,1022322400000.0,10706665052298.873,704.6723022460938,-0.09068053463366132,0.19061392955336948
HDFCBANK.NS,HDFC Bank,Financial,IN,AAA,0,2025-03-31,2025,48187671100000.0,39564780100000.0,7676891400000.0,7326106100000.0,3222323100000.0,2371508200000.0,0.0,0.0,673508300000.0,1823477000000.0,1195617400000.0,13423440948850.785,877.0943603515625,0.22555470489722484,0.21275195079057416
INFY.NS,Infosys,Technology,IN,AAA,0,2021-03-31,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1204.322265625,1.325097686169335,0.31874554220612666
INFY.NS,Infosys,Technology,IN,AAA,0,2022-03-31,2022,15555000000.0,5561000000.0,9941000000.0,722000000.0,2305000000.0,16311000000.0,4529000000.0,4063000000.0,2963000000.0,27000000.0,3345000000.0,7201054329638.919,1711.790283203125,0.4037745285393062,0.2110805179345932
INFY.NS,Infosys,Technology,IN,AAA,0,2023-03-31,2023,15312000000.0,6088000000.0,9172000000.0,1010000000.0,1481000000.0,18212000000.0,4684000000.0,4160000000.0,2981000000.0,35000000.0,2853000000.0,5433003761109.254,1309.6119384765625,-0.23361969529064697,0.2626039758959688
INFY.NS,Infosys,Technology,IN,AAA,0,2024-03-31,2024,16523000000.0,5918000000.0,10559000000.0,1002000000.0,1773000000.0,18562000000.0,4967000000.0,4402000000.0,3167000000.0,56000000.0,3148000000.0,5854348103726.944,1410.3914794921875,0.09000678970783316,0.2470662106079283
INFY.NS,Infosys,Technology,IN,AAA,0,2025-03-31,2025,17419000000.0,6164000000.0,11205000000.0,962000000.0,2861000000.0,19277000000.0,5065000000.0,4496000000.0,3158000000.0,49000000.0,4351000000.0,7688581436929.906,1851.2144775390625,0.31483578846411775,0.21702233685918437
ICICIBANK.NS,ICICI Bank,Financial,IN,AAA,0,2021-03-31,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562.9998779296875,0.8708019245093024,0.47659569467408497
ICICIBANK.NS,ICICI Bank,Financial,IN,AAA,0,2022-03-31,2022,17526373837000.0,15646040029000.0,1820524873000.0,1585022231000.0,2135554549000.0,1163639822000.0,0.0,0.0,251100960000.0,411666711000.0,581114301000.0,4922546285961.548,708.4052734375,0.23223139872902943,0.28021657469090255
ICICIBANK.NS,ICICI Bank,Financial,IN,AAA,0,2023-03-31,2023,19584904970000.0,17373059551000.0,2144977893000.0,1835094403000.0,1635673702000.0,1355811552000.0,0.0,0.0,340366408000.0,505433879000.0,-37711921000.0,5977682367205.27,856.05615234375,0.19866114865514484,0.20306083860175156
ICICIBANK.NS,ICICI Bank,Financial,IN,AAA,0,2024-03-31,2024,23640630275000.0,20940307767000.0,2561438346000.0,2009987053000.0,1901295868000.0,1612101952000.0,0.0,0.0,442563735000.0,741081627000.0,1572844783000.0,7553704945861.361,1075.66845703125,0.2472272087321854,0.154616054783322
ICICIBANK.NS,ICICI Bank,Financial,IN,AAA,0,2025-03-31,2025,26422414134000.0,23134987600000.0,3139059061000.0,2036497477000.0,2383044013000.0,2047152637000.0,0.0,0.0,510291955000.0,890276529000.0,1228052582000.0,9149803756365.229,1284.7369384765625,0.18746457203926048,0.21412921959255501
HINDUNILVR.NS,HUL,Consumer,IN,AAA,0,2021-03-31,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2236.020263671875,0.13526379955323198,0.26936211775793684
HINDUNILVR.NS,HUL,Consumer,IN,AAA,0,2022-03-31,2022,705170000000.0,214300000000.0,490610000000.0,10430000000.0,11470000000.0,515480000000.0,130860000000.0,119800000000.0,88790000000.0,1060000000.0,90480000000.0,4485939621237.784,1909.2425537109373,-0.13461136255491502,0.20809559404097724
HINDUNILVR.NS,HUL,Consumer,IN,AAA,0,2023-03-31,2023,730870000000.0,225650000000.0,503040000000.0,12190000000.0,7140000000.0,595490000000.0,146100000000.0,134580000000.0,101200000000.0,1140000000.0,99910000000.0,5693859268992.804,2423.34033203125,0.2512503519377265,0.22707755506277053
HINDUNILVR.NS,HUL,Consumer,IN,AAA,0,2024-03-31,2024,784990000000.0,270760000000.0,512180000000.0,14840000000.0,8250000000.0,609660000000.0,154760000000.0,142600000000.0,102770000000.0,3340000000.0,154690000000.0,5113958806469.9375,2176.53125,-0.09325863838348081,0.16052310829004737
HINDUNILVR.NS,HUL,Consumer,IN,AAA,0,2025-03-31,2025,798800000000.0,302710000000.0,494020000000.0,16480000000.0,60710000000.0,622880000000.0,161730000000.0,148100000000.0,106490000000.0,3950000000.0,118860000000.0,5406464562407.203,2301.0234375,0.047231107490336655,0.21082953570345694
ITC.NS,ITC,Consumer,IN,AAA,0,2021-03-31,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.13365173339844,0.41334246683101306,0.3004986519787482
ITC.NS,ITC,Consumer,IN,AAA,0,2022-03-31,2022,772595500000.0,144376800000.0,624555700000.0,2497400000.0,2713700000.0,600813600000.0,225122400000.0,207798300000.0,152426600000.0,393600000.0,157755100000.0,2722353829553.71,220.91189575195312,0.19779071510619528,0.23932611344006355
ITC.NS,ITC,Consumer,IN,AAA,0,2023-03-31,2023,858829800000.0,163441900000.0,691552600000.0,3063400000.0,4633500000.0,702452200000.0,277673300000.0,259583200000.0,191916600000.0,432000000.0,188775500000.0,4367005481460.561,351.3839111328125,0.5739657329891816,0.2006579236539396
ITC.NS,ITC,Consumer,IN,AAA,0,2024-03-31,2024,918261600000.0,169361900000.0,745070000000.0,3037300000.0,6258900000.0,673910400000.0,282557800000.0,264393900000.0,204587800000.0,391100000.0,171788600000.0,5079389575500.4375,406.8484497070313,0.17190262797094857,0.1788565150208158
ITC.NS,ITC,Consumer,IN,AAA,0,2025-03-31,2025,880906800000.0,176927400000.0,700300500000.0,2848400000.0,6200000000.0,746533200000.0,289225800000.0,269720000000.0,347466300000.0,450600000.0,176270400000.0,5770162558937.809,461.0921630859375,0.13770892101644416,0.18395015357124334
SBIN.NS,SBI,Financial,IN,AAA,0,2021-03-31,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.1456298828125,0.9528273244277161,0.4194561462371506
SBIN.NS,SBI,Financial,IN,AAA,0,2022-03-31,2022,53608835294000.0,50440880615000.0,3055880451000.0,4576896083000.0,5945234169000.0,2360910738000.0,0.0,0.0,353738798000.0,1561943441000.0,576948464000.0,4101852560141.4336,459.611328125,0.3438734655879543,0.29529432993611404
SBIN.NS,SBI,Financial,IN,AAA,0,2023-03-31,2023,59544183170000.0,55826503795000.0,3589313181000.0,5220926306000.0,5369031044000.0,2703369068000.0,0.0,0.0,556481728000.0,1899808167000.0,-860136796000.0,4420773893073.377,495.3463439941406,0.046681862670308494,0.24822492663940104
