Ticker,Company,Sector,Region,Manual_Rating,Default_Event,ReportDate,Year,TotalAssets,TotalLiabilities,TotalEquity,TotalDebt,Cash,Revenue,EBITDA,EBIT,NetIncome,InterestExpense,OperatingCashFlow,MarketCap,SharePrice,Return_1Y,Volatility_1Y,ROA,ROE,NetMargin,EBITDAMargin,DebtToEquity,DebtToAssets,InterestCoverage,OCF_to_Debt,CurrentRatio,MarketCap_to_Assets,X1,X2,X3,X4,Z_Score,O_Score,ROA_Lag1,DE_Lag1,Slope_Leverage,default_within_1y
AAL,American Airlines,Travel,US,B-,0,2021-12-31,2021,66467000000.0,73807000000.0,-7340000000.0,46177000000.0,273000000.0,29882000000.0,1587000000.0,-748000000.0,-1993000000.0,1800000000.0,704000000.0,11704437443.979223,18.06999969482422,0.1458464914582955,0.4725991528781389,-0.02998480448944589,0.27152588555858315,-0.06669566963389331,0.053108894986948665,-6.291144414168938,0.6947357335218981,-0.41555555555555534,0.01524568508131754,0.9005514382104678,0.1760939630791103,-0.11043074006649917,-0.011253704846013811,0.1585816717110738,0.44957648156227903,0.37507137051727873,5.642108113800834,0.0,0.0,0.6947357335218981,0.0
AAL,American Airlines,Travel,US,B-,0,2022-12-31,2022,64716000000.0,70515000000.0,-5799000000.0,43687000000.0,440000000.0,48971000000.0,4446000000.0,2148000000.0,127000000.0,1962000000.0,2173000000.0,8276172277.660281,12.720000267028809,-0.2917594145076597,0.5633789638579724,0.0019624204215340875,-0.02190032764269702,0.002593371587265933,0.09078842580302628,-7.53354026556303,0.6750571728784226,1.0948012232415896,0.04974019731270172,0.9177621782599447,0.1278844841717702,-0.08960689783052105,0.033191173743741885,0.11736754275913325,0.7567062241176834,0.8291293457308864,5.442147227888003,-0.02998480448944589,-6.291144414168938,-0.019678560643475507,0.0
AAL,American Airlines,Travel,US,B-,0,2023-12-31,2023,63058000000.0,68260000000.0,-5202000000.0,40663000000.0,578000000.0,52788000000.0,5520000000.0,3266000000.0,822000000.0,2145000000.0,3803000000.0,8989713508.32875,13.739999771118164,0.0784929370459661,0.3527462796050452,0.013035618002473912,-0.15801614763552482,0.015571720845646737,0.10456922027733576,-7.816801230296042,0.6448507723048622,1.522610722610722,0.09352482600890244,0.9237913858775271,0.14256261708789925,-0.0824954803514225,0.05179358685654477,0.13169811761395767,0.8371340670493831,0.9880771978226485,5.3733705477496905,0.0019624204215340875,-7.53354026556303,-0.030206400573560388,0.0
AAL,American Airlines,Travel,US,B-,0,2024-12-31,2024,61783000000.0,65760000000.0,-3977000000.0,37544000000.0,804000000.0,54211000000.0,5333000000.0,3088000000.0,846000000.0,1934000000.0,3983000000.0,11586316396.771488,17.6200008392334,0.3110120081366019,0.443882048857032,0.013693087095155626,-0.2127231581594167,0.015605688882330155,0.0983748685691096,-9.44028161931104,0.6076752504734312,1.596690796277145,0.10608885574259536,0.939522506082725,0.18753243443619586,-0.0643704578929479,0.04998138646553259,0.17619094277328906,0.8774420147937135,1.070850606322407,5.280773028179272,0.013035618002473912,-7.816801230296042,-0.037175521831431024,0.0
AAPL,Apple Inc.,Technology,US,AA+,0,2022-09-30,2022,352755000000.0,302083000000.0,50672000000.0,132480000000.0,23646000000.0,394328000000.0,130541000000.0,119437000000.0,99803000000.0,2931000000.0,122151000000.0,2234152466376.114,140.13002014160156,0.0125684004237907,0.3184678221980702,0.2829244092925685,1.9695887275023682,0.2530964070519973,0.3310467428130896,2.6144616356173036,0.37555810690139046,40.74957352439439,0.9220335144927536,1.167741978198045,6.3334395440918305,0.1436464401638531,0.3385834360958739,7.395823222015518,1.1178523337727317,6.8450473342950495,3.4329945713030288,0.0,0.0,0.37555810690139046,0.0
AAPL,Apple Inc.,Technology,US,AA+,0,2023-09-30,2023,352583000000.0,290437000000.0,62146000000.0,111088000000.0,29965000000.0,383285000000.0,125820000000.0,114301000000.0,96995000000.0,3933000000.0,110543000000.0,2633948183441.468,169.38507080078125,0.2462062278541095,0.2757814556605049,0.27509834563776475,1.5607601454639075,0.2530623426432028,0.3282674772036474,1.7875325845589418,0.3150690759338936,29.06203915586066,0.9950939795477459,1.2139741148682848,7.470434432293865,0.17625920705195655,0.32418182385424144,9.068914027625501,1.087077369016657,7.809736852773303,3.293408927826923,0.2829244092925685,2.6144616356173036,-0.06048903096749686,0.0
AAPL,Apple Inc.,Technology,US,AA+,0,2024-09-30,2024,364980000000.0,308030000000.0,56950000000.0,106629000000.0,29943000000.0,391035000000.0,134661000000.0,123216000000.0,93736000000.0,0.0,118254000000.0,3424181308865.7827,226.51516723632807,0.3177302466484857,0.2225284178148521,0.25682503150857583,1.6459350307287095,0.23971255769943867,0.3443707085043538,1.872326602282704,0.29215025480848267,1.23216e+17,1.109022873702276,1.1848845891633932,9.381832727452963,0.15603594717518768,0.33759658063455533,11.116389016867782,1.0713874732862074,9.042532736111134,3.449345169598334,0.27509834563776475,1.7875325845589418,-0.022918821125410938,0.0
AAPL,Apple Inc.,Technology,US,AA+,0,2025-09-30,2025,359241000000.0,285508000000.0,73733000000.0,98657000000.0,35934000000.0,416161000000.0,144748000000.0,133050000000.0,112010000000.0,0.0,111482000000.0,3709040893617.5527,251.06448364257807,0.0835942420232931,0.1780143486222183,0.3117962593356549,1.5191298333175105,0.2691506412181824,0.3478173110887373,1.3380304612588665,0.2746262258483859,1.3305e+17,1.1299958441874374,1.2582519579136136,10.324659194294506,0.20524661717342954,0.37036418448896424,12.991022646011855,1.1584451663368045,10.421556503365615,3.0383781361258877,0.25682503150857583,1.872326602282704,-0.01752402896009675,0.0
ABBV,AbbVie,Healthcare,US,A-,0,2021-12-31,2021,146529000000.0,131093000000.0,15408000000.0,76684000000.0,9746000000.0,56197000000.0,23933000000.0,15412000000.0,11542000000.0,2423000000.0,22777000000.0,211368889814.74097,117.21907806396484,0.3294439402686691,0.2016145268212033,0.07876939035958752,0.7490913811007268,0.2053846290727263,0.42587682616509775,4.976895119418483,0.5233366773812692,6.360709863805198,0.29702415106149915,1.1177484686443975,1.4425055095901902,0.10515324611510349,0.10518054446560067,1.6123583243555413,0.3835213507223826,1.8242160374103138,4.236970156078319,0.0,0.0,0.5233366773812692,0.0
ABBV,AbbVie,Healthcare,US,A-,0,2022-12-31,2022,138805000000.0,121518000000.0,17254000000.0,63271000000.0,9201000000.0,58054000000.0,24174000000.0,15707000000.0,11836000000.0,2230000000.0,24943000000.0,262622873731.05807,144.7938995361328,0.240076668969297,0.2238425971389052,0.08527070350491697,0.6859858583516866,0.20387914700106796,0.4164054156475006,3.667033731308682,0.4558265192176074,7.043497757847531,0.3942248423448341,1.1422587600190919,1.8920274754587953,0.12430387954324412,0.11315874788372177,2.161184958039616,0.4182414178163611,2.2375409161083053,4.121479773783365,0.07876939035958752,4.976895119418483,-0.0675101581636618,0.0
