,Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Gains Losses Not Affecting Retained Earnings,Other Equity Adjustments,Treasury Stock,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Preferred Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Liabilities,Current Deferred Revenue,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Other Current Borrowings,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables And Accrued Expenses,Current Accrued Expenses,Interest Payable,Payables,Other Payable,Total Tax Payable,Income Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Leases,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial
2024-11-30,160000000.0,441000000.0,601000000.0,,6056000000.0,535000000.0,19733000000.0,711000000.0,535000000.0,428000000.0,14105000000.0,18234000000.0,14105000000.0,14105000000.0,-201000000.0,-201000000.0,37583000000.0,38470000000.0,13419000000.0,0.0,0.0,0.0,16125000000.0,5604000000.0,446000000.0,548000000.0,128000000.0,128000000.0,,4482000000.0,353000000.0,4129000000.0,10521000000.0,677000000.0,6131000000.0,6131000000.0,1574000000.0,75000000.0,1499000000.0,1499000000.0,646000000.0,141000000.0,1352000000.0,751000000.0,,601000000.0,,240000000.0,119000000.0,361000000.0,30230000000.0,18998000000.0,1554000000.0,1657000000.0,1657000000.0,13570000000.0,782000000.0,12788000000.0,2217000000.0,-1655000000.0,3872000000.0,222000000.0,27000000.0,281000000.0,1551000000.0,1628000000.0,163000000.0,0.0,11232000000.0,1274000000.0,,2072000000.0,2072000000.0,-14000000.0,2086000000.0,7886000000.0,273000000.0,7613000000.0,6826000000.0,787000000.0
2023-11-30,146000000.0,455000000.0,601000000.0,,4080000000.0,2625000000.0,20152000000.0,2833000000.0,2625000000.0,446000000.0,16518000000.0,20152000000.0,16518000000.0,16518000000.0,-285000000.0,-285000000.0,28129000000.0,33346000000.0,11586000000.0,0.0,0.0,0.0,13261000000.0,5010000000.0,376000000.0,514000000.0,113000000.0,113000000.0,,4007000000.0,373000000.0,3634000000.0,8251000000.0,495000000.0,5837000000.0,5837000000.0,73000000.0,73000000.0,,,535000000.0,111000000.0,1200000000.0,679000000.0,,521000000.0,,207000000.0,85000000.0,314000000.0,29779000000.0,18695000000.0,1223000000.0,1191000000.0,1191000000.0,13893000000.0,1088000000.0,12805000000.0,2388000000.0,-1731000000.0,4119000000.0,275000000.0,2000000.0,358000000.0,1661000000.0,1660000000.0,163000000.0,0.0,11084000000.0,1018000000.0,,2224000000.0,2224000000.0,-16000000.0,2240000000.0,7842000000.0,701000000.0,7141000000.0,6523000000.0,618000000.0
2022-11-30,139000000.0,462000000.0,601000000.0,,4633000000.0,-185000000.0,18180000000.0,868000000.0,-185000000.0,504000000.0,14051000000.0,17680000000.0,14051000000.0,14051000000.0,-293000000.0,-293000000.0,23843000000.0,28319000000.0,9868000000.0,0.0,0.0,0.0,13114000000.0,4986000000.0,293000000.0,530000000.0,117000000.0,117000000.0,,4046000000.0,417000000.0,3629000000.0,8128000000.0,439000000.0,5297000000.0,5297000000.0,587000000.0,87000000.0,500000000.0,500000000.0,485000000.0,106000000.0,1214000000.0,643000000.0,,571000000.0,,192000000.0,75000000.0,379000000.0,27165000000.0,18169000000.0,841000000.0,777000000.0,777000000.0,14236000000.0,1449000000.0,12787000000.0,2315000000.0,-1569000000.0,3884000000.0,259000000.0,675000000.0,407000000.0,1497000000.0,902000000.0,144000000.0,0.0,8996000000.0,835000000.0,,2065000000.0,2065000000.0,-23000000.0,2088000000.0,6096000000.0,1860000000.0,4236000000.0,3579000000.0,657000000.0
2021-11-30,126000000.0,475000000.0,601000000.0,279000000.0,4673000000.0,309000000.0,18920000000.0,1737000000.0,309000000.0,550000000.0,14797000000.0,18920000000.0,14797000000.0,14797000000.0,-137000000.0,-137000000.0,17399000000.0,23905000000.0,8428000000.0,0.0,0.0,0.0,12444000000.0,5512000000.0,257000000.0,534000000.0,145000000.0,145000000.0,5000000.0,4576000000.0,453000000.0,4123000000.0,6932000000.0,448000000.0,4733000000.0,4733000000.0,97000000.0,97000000.0,,,490000000.0,128000000.0,1036000000.0,551000000.0,34000000.0,485000000.0,40000000.0,173000000.0,54000000.0,312000000.0,27241000000.0,18572000000.0,883000000.0,1085000000.0,1085000000.0,14488000000.0,1820000000.0,12668000000.0,2116000000.0,-1451000000.0,3567000000.0,268000000.0,402000000.0,443000000.0,1405000000.0,904000000.0,145000000.0,0.0,8669000000.0,993000000.0,993000000.0,1878000000.0,1878000000.0,-16000000.0,1894000000.0,5798000000.0,1954000000.0,3844000000.0,3094000000.0,750000000.0
