,Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Gains Losses Not Affecting Retained Earnings,Other Equity Adjustments,Treasury Stock,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Employee Benefits,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Liabilities,Current Deferred Revenue,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Other Current Borrowings,Line Of Credit,Commercial Paper,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables And Accrued Expenses,Current Accrued Expenses,Interest Payable,Payables,Other Payable,Total Tax Payable,Income Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Non Current Note Receivables,Non Current Accounts Receivable,Investments And Advances,Other Investments,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Receivables,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial
2024-12-31,214841249.0,1975089248.0,2189930497.0,17996000000.0,31258000000.0,-7625000000.0,73501000000.0,1012000000.0,-7625000000.0,1803000000.0,44046000000.0,65412000000.0,44126000000.0,80000000.0,44046000000.0,-3255000000.0,-3255000000.0,53000000.0,46561000000.0,793000000.0,793000000.0,58120000000.0,29428000000.0,1041000000.0,2473000000.0,1882000000.0,2419000000.0,2419000000.0,22934000000.0,1568000000.0,21366000000.0,561000000.0,28692000000.0,424000000.0,127000000.0,127000000.0,8324000000.0,235000000.0,8089000000.0,3356000000.0,642000000.0,4091000000.0,2443000000.0,7529000000.0,9845000000.0,2169000000.0,169000000.0,7676000000.0,879000000.0,2225000000.0,1599000000.0,4572000000.0,102246000000.0,72542000000.0,422000000.0,2604000000.0,4838000000.0,4359000000.0,102000000.0,904000000.0,1128000000.0,210000000.0,1009000000.0,53000000.0,491000000.0,518000000.0,119000000.0,119000000.0,51671000000.0,26915000000.0,24756000000.0,10873000000.0,-11100000000.0,21973000000.0,1610000000.0,58000000.0,9179000000.0,10278000000.0,848000000.0,0.0,29704000000.0,,106000000.0,985000000.0,5723000000.0,1432000000.0,3448000000.0,843000000.0,9539000000.0,1448000000.0,668000000.0,7423000000.0,-58000000.0,7481000000.0,13351000000.0,1892000000.0,11459000000.0,8874000000.0,2585000000.0
2023-12-31,233443766.0,2044033986.0,2277477752.0,11127000000.0,26348000000.0,-3553000000.0,71187000000.0,4091000000.0,-3553000000.0,1828000000.0,46667000000.0,65103000000.0,46750000000.0,83000000.0,46667000000.0,-3766000000.0,-3766000000.0,41000000.0,49649000000.0,825000000.0,825000000.0,53195000000.0,26805000000.0,1193000000.0,2730000000.0,2184000000.0,2248000000.0,2248000000.0,20034000000.0,1598000000.0,18436000000.0,600000000.0,26390000000.0,105000000.0,98000000.0,98000000.0,6314000000.0,230000000.0,6084000000.0,2191000000.0,624000000.0,3269000000.0,2652000000.0,7080000000.0,10141000000.0,1986000000.0,116000000.0,8155000000.0,820000000.0,2409000000.0,1893000000.0,4926000000.0,99945000000.0,69464000000.0,215000000.0,545000000.0,4748000000.0,4309000000.0,114000000.0,871000000.0,1827000000.0,190000000.0,1622000000.0,29000000.0,1115000000.0,507000000.0,205000000.0,205000000.0,50220000000.0,26879000000.0,23341000000.0,10924000000.0,-11879000000.0,22803000000.0,1213000000.0,66000000.0,9742000000.0,10896000000.0,886000000.0,0.0,30481000000.0,,466000000.0,764000000.0,5913000000.0,1448000000.0,3502000000.0,963000000.0,9376000000.0,1317000000.0,952000000.0,7107000000.0,-51000000.0,7158000000.0,13962000000.0,569000000.0,13393000000.0,10186000000.0,3207000000.0
2022-12-31,284112195.0,2119609057.0,2403721252.0,18603000000.0,27909000000.0,-1603000000.0,85462000000.0,8254000000.0,-1603000000.0,1789000000.0,59342000000.0,79586000000.0,59423000000.0,81000000.0,59342000000.0,-4996000000.0,-4996000000.0,92000000.0,63540000000.0,890000000.0,890000000.0,58030000000.0,29374000000.0,1578000000.0,2639000000.0,2085000000.0,2686000000.0,2686000000.0,21782000000.0,1538000000.0,20244000000.0,689000000.0,28656000000.0,186000000.0,123000000.0,123000000.0,6127000000.0,251000000.0,5876000000.0,2241000000.0,863000000.0,2772000000.0,2556000000.0,8464000000.0,11200000000.0,1942000000.0,116000000.0,9258000000.0,743000000.0,3369000000.0,2533000000.0,5146000000.0,117453000000.0,80543000000.0,200000000.0,491000000.0,4158000000.0,3739000000.0,85000000.0,863000000.0,1606000000.0,281000000.0,1463000000.0,37000000.0,865000000.0,598000000.0,143000000.0,143000000.0,60945000000.0,31644000000.0,29301000000.0,12195000000.0,-14109000000.0,26304000000.0,1184000000.0,64000000.0,11959000000.0,12141000000.0,956000000.0,0.0,36910000000.0,2739000000.0,315000000.0,911000000.0,7175000000.0,2568000000.0,3673000000.0,934000000.0,9894000000.0,1001000000.0,827000000.0,8066000000.0,-62000000.0,8128000000.0,18615000000.0,11098000000.0,7517000000.0,4640000000.0,2877000000.0
2021-12-31,199500000.0,2234939948.0,2434439948.0,16722000000.0,31025000000.0,3878000000.0,96784000000.0,15510000000.0,3878000000.0,1896000000.0,67655000000.0,90557000000.0,67822000000.0,167000000.0,67655000000.0,-4187000000.0,-4187000000.0,48000000.0,70989000000.0,901000000.0,901000000.0,63973000000.0,33765000000.0,1475000000.0,3789000000.0,3127000000.0,3070000000.0,3070000000.0,24523000000.0,1621000000.0,22902000000.0,908000000.0,30208000000.0,2996000000.0,123000000.0,123000000.0,6502000000.0,275000000.0,6227000000.0,4435000000.0,899000000.0,893000000.0,2513000000.0,6931000000.0,11143000000.0,1968000000.0,127000000.0,9175000000.0,588000000.0,3034000000.0,2415000000.0,5553000000.0,131795000000.0,86077000000.0,275000000.0,1415000000.0,4263000000.0,3743000000.0,78000000.0,895000000.0,2268000000.0,366000000.0,2063000000.0,34000000.0,1229000000.0,834000000.0,205000000.0,205000000.0,63777000000.0,34182000000.0,29595000000.0,13106000000.0,-15602000000.0,28708000000.0,1508000000.0,37000000.0,13464000000.0,12685000000.0,1014000000.0,0.0,45718000000.0,2718000000.0,216000000.0,1102000000.0,6666000000.0,2636000000.0,3160000000.0,870000000.0,9621000000.0,793000000.0,823000000.0,8005000000.0,-83000000.0,8088000000.0,28113000000.0,15706000000.0,12407000000.0,9011000000.0,3396000000.0
