,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Preferred Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Gains Losses Not Affecting Retained Earnings,Other Equity Adjustments,Foreign Currency Translation Adjustments,Minimum Pension Liabilities,Unrealized Gain Loss,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Preferred Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Other Current Borrowings,Pensionand Other Post Retirement Benefit Plans Current,Payables And Accrued Expenses,Current Accrued Expenses,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investments And Advances,Investmentin Financial Assets,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Receivables,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents
2025-09-30,1933259368.0,1933259368.0,8007000000.0,25171000000.0,-10361000000.0,62335000000.0,2718000000.0,-9616000000.0,37164000000.0,745000000.0,57511000000.0,37909000000.0,37909000000.0,-124000000.0,248000000.0,-307000000.0,575000000.0,-32000000.0,12000000.0,15106000000.0,21934000000.0,745000000.0,0.0,745000000.0,61718000000.0,26670000000.0,1519000000.0,5549000000.0,5549000000.0,19602000000.0,19602000000.0,35048000000.0,13994000000.0,5569000000.0,5569000000.0,5569000000.0,1863000000.0,13622000000.0,8499000000.0,5123000000.0,4568000000.0,555000000.0,99627000000.0,61861000000.0,9101000000.0,999000000.0,999000000.0,47525000000.0,27646000000.0,19879000000.0,4236000000.0,-5870000000.0,10106000000.0,191000000.0,8839000000.0,1004000000.0,72000000.0,0.0,37766000000.0,4837000000.0,6615000000.0,,7317000000.0,4191000000.0,3126000000.0,18997000000.0,1833000000.0,17164000000.0
2024-09-30,1980512564.0,1980512564.0,8861000000.0,20836000000.0,-7724000000.0,58942000000.0,7516000000.0,-6693000000.0,38106000000.0,1031000000.0,59973000000.0,39137000000.0,39137000000.0,-104000000.0,-308000000.0,-213000000.0,-109000000.0,-16000000.0,30000000.0,17289000000.0,21229000000.0,1031000000.0,0.0,1031000000.0,55374000000.0,28857000000.0,2720000000.0,5301000000.0,5301000000.0,20836000000.0,20836000000.0,26517000000.0,12599000000.0,,,,1538000000.0,12380000000.0,6636000000.0,5744000000.0,5265000000.0,479000000.0,94511000000.0,60478000000.0,8279000000.0,2545000000.0,2545000000.0,45830000000.0,26889000000.0,18941000000.0,3824000000.0,-5473000000.0,9297000000.0,222000000.0,7961000000.0,1042000000.0,72000000.0,0.0,34033000000.0,5230000000.0,6613000000.0,,7015000000.0,4454000000.0,2561000000.0,15175000000.0,3200000000.0,11975000000.0
2023-09-30,2031761500.0,2031761500.0,4177000000.0,20463000000.0,-7066000000.0,57498000000.0,10434000000.0,-5368000000.0,37035000000.0,1698000000.0,59196000000.0,38733000000.0,38733000000.0,-140000000.0,-1317000000.0,-177000000.0,-921000000.0,-155000000.0,-64000000.0,18040000000.0,20452000000.0,1698000000.0,0.0,1698000000.0,51766000000.0,28668000000.0,3091000000.0,5114000000.0,5114000000.0,20463000000.0,20463000000.0,23098000000.0,11182000000.0,,,,1506000000.0,10410000000.0,6766000000.0,3644000000.0,3269000000.0,375000000.0,90499000000.0,56967000000.0,7520000000.0,1921000000.0,1921000000.0,44101000000.0,26104000000.0,17997000000.0,3425000000.0,-5355000000.0,8780000000.0,344000000.0,7343000000.0,1022000000.0,71000000.0,0.0,33532000000.0,4161000000.0,4769000000.0,,4474000000.0,2183000000.0,2291000000.0,20128000000.0,3842000000.0,16286000000.0
2022-09-30,2086435000.0,2086435000.0,6761000000.0,22450000000.0,-9595000000.0,55707000000.0,9352000000.0,-7271000000.0,33257000000.0,2324000000.0,55781000000.0,35581000000.0,35581000000.0,-35000000.0,-2369000000.0,418000000.0,-2512000000.0,-169000000.0,-106000000.0,16116000000.0,19545000000.0,2324000000.0,0.0,2324000000.0,49920000000.0,29067000000.0,3535000000.0,5332000000.0,5332000000.0,20200000000.0,20200000000.0,20853000000.0,8441000000.0,2250000000.0,2250000000.0,2250000000.0,1359000000.0,8803000000.0,5182000000.0,3621000000.0,3281000000.0,340000000.0,85501000000.0,55296000000.0,7085000000.0,2136000000.0,2136000000.0,42852000000.0,25065000000.0,17787000000.0,3223000000.0,-5658000000.0,8881000000.0,285000000.0,7521000000.0,1003000000.0,72000000.0,0.0,30205000000.0,3940000000.0,3791000000.0,2668000000.0,3952000000.0,1932000000.0,2020000000.0,18522000000.0,2833000000.0,15689000000.0
2021-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999000000.0,999000000.0,999000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,856000000.0,,,,,,
