Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-01-02 00:00:00-05:00,22.508364463968835,22.64419020909557,22.05819723390504,22.256114959716797,21170000,0.0,0.0
2015-01-05 00:00:00-05:00,22.148972206569947,22.246373142370555,21.685344287198376,21.80222511291504,33001400,0.1125,0.0
2015-01-06 00:00:00-05:00,21.77105573491615,21.794431006339487,21.373659772297177,21.517812728881836,33973200,0.0,0.0
2015-01-07 00:00:00-05:00,21.611318410626687,21.68144719778294,21.338595514599064,21.498332977294922,22123800,0.0,0.0
2015-01-08 00:00:00-05:00,21.720405810234443,22.226890312152833,21.66196466199688,21.965856552124023,31532400,0.0,0.0
2015-01-09 00:00:00-05:00,22.055468751939188,22.11780529313095,21.8489792379078,21.930795669555664,22225800,0.0,0.0
2015-01-12 00:00:00-05:00,21.91131446098183,22.094427203718165,21.72820023202521,21.88404083251953,22483200,0.0,0.0
2015-01-13 00:00:00-05:00,22.145071029663086,22.581426691752323,21.9853335961881,22.145071029663086,34857800,0.0,0.0
2015-01-14 00:00:00-05:00,21.75547482524677,21.926899950969425,21.428207595252278,21.747682571411133,48808200,0.0,0.0
2015-01-15 00:00:00-05:00,21.821701626788904,21.985335946452583,21.59962764641828,21.817806243896484,32459800,0.0,0.0
2015-01-16 00:00:00-05:00,21.743789980819763,22.195730357799984,21.67366117351071,22.117809295654297,31034000,0.0,0.0
2015-01-20 00:00:00-05:00,22.110010909241034,22.110010909241034,21.607421758311684,21.743783950805664,27553800,0.0,0.0
2015-01-21 00:00:00-05:00,21.59183871077485,21.829497231658124,21.494437775083043,21.728200912475586,27846600,0.0,0.0
2015-01-22 00:00:00-05:00,21.79833065238923,22.08274121862287,21.685345205383694,22.039884567260742,26890400,0.0,0.0
2015-01-23 00:00:00-05:00,22.047671926934445,22.071048682366836,21.856765473120113,21.938583374023438,21703800,0.0,0.0
2015-01-26 00:00:00-05:00,21.93859292147146,22.14897786704003,21.84898421598063,22.086641311645508,17307800,0.0,0.0
2015-01-27 00:00:00-05:00,21.911316811115515,22.141183096253084,21.825603505607134,21.95806884765625,19046600,0.0,0.0
2015-01-28 00:00:00-05:00,22.00871657925331,22.06715625025427,21.24509209667892,21.268468856811523,39778400,0.0,0.0
2015-01-29 00:00:00-05:00,21.37365960253022,21.451580641169574,20.8515905757328,20.987951278686523,41683600,0.0,0.0
2015-01-30 00:00:00-05:00,20.75419527868198,20.999646096798806,20.65679432551727,20.707443237304688,56380800,0.0,0.0
2015-02-02 00:00:00-05:00,20.70744209318993,21.01522795865715,20.43471914215295,20.964580535888672,36911800,0.0,0.0
2015-02-03 00:00:00-05:00,20.991850760493694,21.646385188569337,20.984058507037986,21.58794403076172,36466200,0.0,0.0
2015-02-04 00:00:00-05:00,21.603529359739017,22.589226422978275,21.361975438301897,22.168455123901367,80115800,0.0,0.0
2015-02-05 00:00:00-05:00,22.12559569854383,22.363254206431147,22.067154545836367,22.195724487304688,25603200,0.0,0.0
2015-02-06 00:00:00-05:00,22.250268485680333,22.3749415560547,22.11390629318196,22.17624282836914,21181000,0.0,0.0
2015-02-09 00:00:00-05:00,22.13728612792604,22.29702361443283,22.03988518527018,22.24247932434082,17200800,0.0,0.0
2015-02-10 00:00:00-05:00,22.26195996775584,22.390529929791164,22.090534837929226,22.36715316772461,18011400,0.0,0.0
2015-02-11 00:00:00-05:00,22.351573054084,22.56975175093848,22.23079680854628,22.511310577392578,22396400,0.0,0.0
