,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Gains Losses Not Affecting Retained Earnings,Other Equity Adjustments,Retained Earnings,Capital Stock,Common Stock,Preferred Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Liabilities,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Liabilities,Current Deferred Revenue,Current Debt And Capital Lease Obligation,Current Debt,Other Current Borrowings,Commercial Paper,Pensionand Other Post Retirement Benefit Plans Current,Payables And Accrued Expenses,Payables,Total Tax Payable,Income Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Non Current Note Receivables,Non Current Accounts Receivable,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Properties,Current Assets,Other Current Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Receivables,Other Receivables,Loans Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents
2025-07-31,3959998180.0,3959998180.0,19747000000.0,28093000000.0,-21468000000.0,74936000000.0,-78000000.0,-21468000000.0,46843000000.0,69704000000.0,46843000000.0,46843000000.0,-954000000.0,-954000000.0,50000000.0,47747000000.0,47747000000.0,0.0,75448000000.0,40384000000.0,2995000000.0,0.0,2165000000.0,12363000000.0,12363000000.0,22861000000.0,22861000000.0,35064000000.0,5420000000.0,16416000000.0,16416000000.0,5232000000.0,5232000000.0,1750000000.0,3482000000.0,3611000000.0,4385000000.0,4385000000.0,1857000000.0,1857000000.0,2528000000.0,122291000000.0,87305000000.0,6059000000.0,7356000000.0,7356000000.0,2876000000.0,590000000.0,68311000000.0,9175000000.0,59136000000.0,2113000000.0,-7477000000.0,9590000000.0,51000000.0,5494000000.0,4045000000.0,34986000000.0,5950000000.0,3164000000.0,6000000.0,933000000.0,261000000.0,1964000000.0,9762000000.0,346000000.0,2715000000.0,6701000000.0,-69000000.0,6770000000.0,16110000000.0,7764000000.0,8346000000.0
2024-07-31,4007000000.0,4007000000.0,23465000000.0,30973000000.0,-24422000000.0,76430000000.0,-3722000000.0,-24422000000.0,45457000000.0,65089000000.0,45457000000.0,45457000000.0,-1430000000.0,-1430000000.0,1087000000.0,45800000000.0,45800000000.0,0.0,78956000000.0,38372000000.0,2540000000.0,-11000000.0,3985000000.0,12226000000.0,12226000000.0,19632000000.0,19632000000.0,40584000000.0,5643000000.0,16249000000.0,16249000000.0,11341000000.0,11341000000.0,488000000.0,10853000000.0,3608000000.0,3743000000.0,3743000000.0,1439000000.0,1439000000.0,2304000000.0,124413000000.0,87551000000.0,5944000000.0,6262000000.0,6262000000.0,2737000000.0,639000000.0,69879000000.0,11219000000.0,58660000000.0,2090000000.0,-7783000000.0,9873000000.0,115000000.0,5511000000.0,4247000000.0,36862000000.0,5612000000.0,3373000000.0,8000000.0,1027000000.0,83000000.0,2255000000.0,10023000000.0,267000000.0,3071000000.0,6685000000.0,-87000000.0,6772000000.0,17854000000.0,10346000000.0,7508000000.0
2023-07-31,4066000000.0,4066000000.0,,8391000000.0,4000000000.0,52744000000.0,12039000000.0,4000000000.0,44353000000.0,51011000000.0,44353000000.0,44353000000.0,-1575000000.0,-1575000000.0,1639000000.0,44289000000.0,44289000000.0,0.0,57499000000.0,26190000000.0,2134000000.0,,5756000000.0,11642000000.0,11642000000.0,6658000000.0,6658000000.0,31309000000.0,5136000000.0,13908000000.0,13908000000.0,1733000000.0,1733000000.0,1733000000.0,0.0,3984000000.0,6548000000.0,6548000000.0,4235000000.0,4235000000.0,2313000000.0,101852000000.0,58504000000.0,6007000000.0,6576000000.0,6576000000.0,2869000000.0,614000000.0,40353000000.0,1818000000.0,38535000000.0,2085000000.0,-7973000000.0,10058000000.0,135000000.0,5694000000.0,4229000000.0,43348000000.0,4352000000.0,3644000000.0,16000000.0,1493000000.0,264000000.0,1871000000.0,9206000000.0,364000000.0,2988000000.0,5854000000.0,-85000000.0,5939000000.0,26146000000.0,16023000000.0,10123000000.0
2022-07-31,4110000000.0,4110000000.0,2436000000.0,9515000000.0,-1100000000.0,49288000000.0,11077000000.0,-1100000000.0,39773000000.0,48189000000.0,39773000000.0,39773000000.0,-1622000000.0,-1622000000.0,-1319000000.0,42714000000.0,42714000000.0,0.0,54229000000.0,28589000000.0,1968000000.0,,7725000000.0,10480000000.0,10480000000.0,8416000000.0,8416000000.0,25640000000.0,5199000000.0,12784000000.0,12784000000.0,1099000000.0,1099000000.0,499000000.0,600000000.0,3316000000.0,3242000000.0,3242000000.0,961000000.0,961000000.0,2281000000.0,94002000000.0,57285000000.0,5957000000.0,4449000000.0,4449000000.0,2380000000.0,4009000000.0,40873000000.0,2569000000.0,38304000000.0,1997000000.0,-8168000000.0,10165000000.0,4832000000.0,1114000000.0,4219000000.0,36717000000.0,4355000000.0,2568000000.0,10000000.0,717000000.0,150000000.0,1691000000.0,10527000000.0,3905000000.0,2176000000.0,6622000000.0,-83000000.0,6705000000.0,19267000000.0,12188000000.0,7079000000.0
2021-07-31,,,2351000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
