,Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Treasury Stock,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Accrued Expenses,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Hedging Assets Current,Assets Held For Sale Current,Inventory,Inventories Adjustments Allowances,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial
2024-12-31,45875235.0,2475622103.0,2521497338.0,23033000000.0,30655000000.0,-20911000000.0,49159000000.0,-6040000000.0,-20911000000.0,1486000000.0,19990000000.0,43279000000.0,22555000000.0,2565000000.0,19990000000.0,,2296000000.0,49721000000.0,52869000000.0,88000000.0,88000000.0,57195000000.0,31961000000.0,55000000.0,442000000.0,1194000000.0,148000000.0,585000000.0,4342000000.0,24453000000.0,1164000000.0,23289000000.0,571000000.0,25234000000.0,16000000.0,6202000000.0,322000000.0,5880000000.0,831000000.0,12299000000.0,808000000.0,1233000000.0,10258000000.0,79750000000.0,60556000000.0,533000000.0,4164000000.0,,1280000000.0,68000000.0,1503000000.0,1126000000.0,377000000.0,94000000.0,80000000.0,14000000.0,40901000000.0,18590000000.0,22311000000.0,11669000000.0,-12528000000.0,24197000000.0,587000000.0,15800000000.0,2706000000.0,5104000000.0,0.0,19194000000.0,149000000.0,167000000.0,5177000000.0,-304000000.0,3569000000.0,1912000000.0,890000000.0,955000000.0,4227000000.0,-179000000.0,4406000000.0,7629000000.0,1493000000.0,6136000000.0,2895000000.0,3241000000.0
2023-12-31,17579507.0,2499017831.0,2516597338.0,23039000000.0,28593000000.0,-21364000000.0,45300000000.0,-5605000000.0,-21364000000.0,1395000000.0,18102000000.0,40733000000.0,20764000000.0,2662000000.0,18102000000.0,5282000000.0,6241000000.0,47052000000.0,52869000000.0,88000000.0,88000000.0,54502000000.0,30995000000.0,33000000.0,446000000.0,1380000000.0,105000000.0,384000000.0,3995000000.0,23692000000.0,1061000000.0,22631000000.0,563000000.0,23507000000.0,167000000.0,4901000000.0,334000000.0,4567000000.0,537000000.0,12484000000.0,766000000.0,1363000000.0,10355000000.0,75266000000.0,57364000000.0,423000000.0,3781000000.0,,1113000000.0,75000000.0,1311000000.0,912000000.0,399000000.0,94000000.0,70000000.0,24000000.0,39466000000.0,18357000000.0,21109000000.0,10707000000.0,-12129000000.0,22836000000.0,583000000.0,14957000000.0,2625000000.0,4671000000.0,0.0,17902000000.0,37000000.0,691000000.0,5119000000.0,-358000000.0,3662000000.0,1815000000.0,915000000.0,1008000000.0,4023000000.0,-198000000.0,4221000000.0,6109000000.0,1950000000.0,4159000000.0,1297000000.0,2862000000.0
2022-12-31,100248150.0,2528995622.0,2629243772.0,22705000000.0,28439000000.0,-21468000000.0,46052000000.0,-6270000000.0,-21468000000.0,1408000000.0,19021000000.0,40821000000.0,21701000000.0,2680000000.0,19021000000.0,,4809000000.0,50253000000.0,52865000000.0,92000000.0,92000000.0,56120000000.0,30693000000.0,129000000.0,529000000.0,1691000000.0,141000000.0,94000000.0,4375000000.0,22868000000.0,1068000000.0,21800000000.0,550000000.0,25427000000.0,78000000.0,5571000000.0,340000000.0,5231000000.0,748000000.0,13590000000.0,987000000.0,1503000000.0,11100000000.0,77821000000.0,58664000000.0,338000000.0,4260000000.0,,1049000000.0,51000000.0,1103000000.0,639000000.0,464000000.0,84000000.0,65000000.0,19000000.0,40489000000.0,18880000000.0,21609000000.0,10770000000.0,-12351000000.0,23121000000.0,650000000.0,15108000000.0,2655000000.0,4708000000.0,0.0,19157000000.0,238000000.0,28000000.0,5931000000.0,-379000000.0,4248000000.0,2062000000.0,2195000000.0,381000000.0,4544000000.0,-188000000.0,4732000000.0,5840000000.0,1514000000.0,4326000000.0,1773000000.0,2553000000.0
2021-12-31,68277303.0,2560966469.0,2629243772.0,24608000000.0,29672000000.0,-21484000000.0,45130000000.0,-7377000000.0,-21484000000.0,1649000000.0,17107000000.0,38434000000.0,19746000000.0,2639000000.0,17107000000.0,,3406000000.0,46745000000.0,52865000000.0,92000000.0,92000000.0,55349000000.0,30571000000.0,184000000.0,99000000.0,2126000000.0,91000000.0,148000000.0,4530000000.0,22611000000.0,1284000000.0,21327000000.0,611000000.0,24778000000.0,44000000.0,7061000000.0,365000000.0,6696000000.0,480000000.0,11753000000.0,1045000000.0,1812000000.0,8896000000.0,75095000000.0,57694000000.0,415000000.0,5119000000.0,,1465000000.0,52000000.0,1146000000.0,734000000.0,412000000.0,60000000.0,37000000.0,23000000.0,38591000000.0,18261000000.0,20330000000.0,10347000000.0,-11709000000.0,22056000000.0,661000000.0,14462000000.0,2667000000.0,4266000000.0,0.0,17401000000.0,76000000.0,2401000000.0,4683000000.0,-308000000.0,3393000000.0,1598000000.0,1486000000.0,324000000.0,3582000000.0,-201000000.0,3783000000.0,4849000000.0,1434000000.0,3415000000.0,910000000.0,2505000000.0
2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
